Rank,Grant ID,Grant Number,Title,Title translated,Abstract,Abstract translated,Funding Amount,Currency,Funding Amount in AUD,Start Date,Start Year,End Date,End Year,Researchers,Research Organization - original,Research Organization - standardized,GRID ID,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,Resulting publications,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,RCDC Categories,HRCS HC Categories,HRCS RAC Categories,ICRP Cancer Types,ICRP CSO Categories,Units of Assessment,Sustainable Development Goals
5,grant.3576728,LE0453974,"T-ray factory: a new Australian source of strong, pulsed, broadband, terahertz radiation","T-ray factory: a new Australian source of strong, pulsed, broadband, terahertz radiation","Australian scientists and engineers require immediate access to frontier T-ray (terahertz radiation) technology to solve pressing current problems in semiconductor nanostructures and emerging problems in fields as diverse as biophysics and national security.  Recent innovations now make practical the production of bursts of terahertz radiation by applying ultrafast optical pulses to photoconductive or electro-optic media, facilitating unparalleled time-resolved spectroscopy and imaging.  The state-of-the-art equipment to be purchased and installed at Wollongong will enhance the existing excellent terahertz infrastructure (unique spectrometers, optically-pumped molecular laser) and efficiently service researchers in the dynamic Sydney (UTS, UNSW) - Wollongong (UoW) - Canberra (ANU) corridor.","Australian scientists and engineers require immediate access to frontier T-ray (terahertz radiation) technology to solve pressing current problems in semiconductor nanostructures and emerging problems in fields as diverse as biophysics and national security.  Recent innovations now make practical the production of bursts of terahertz radiation by applying ultrafast optical pulses to photoconductive or electro-optic media, facilitating unparalleled time-resolved spectroscopy and imaging.  The state-of-the-art equipment to be purchased and installed at Wollongong will enhance the existing excellent terahertz infrastructure (unique spectrometers, optically-pumped molecular laser) and efficiently service researchers in the dynamic Sydney (UTS, UNSW) - Wollongong (UoW) - Canberra (ANU) corridor.",113190,AUD,113190,1/01/2004,2004,31/12/2004,2004,Roger Lewis; Chao Zhang; Hark Tan; Ananda Sanagavarapu; Alexander Hamilton,University of Wollongong,University of Wollongong; Australian National University; University of Technology Sydney; UNSW Sydney,grid.1007.6; grid.1001.0; grid.117476.2; grid.1005.4,Wollongong; Canberra; Sydney; Sydney,New South Wales; Australian Capital Territory; New South Wales; New South Wales,Australia; Australia; Australia; Australia,Australian Research Council,,Australia,,http://purl.org/au-research/grants/arc/LE0453974,https://app.dimensions.ai/details/grant/grant.3576728,0299 Other Physical Sciences; 0906 Electrical and Electronic Engineering; 02 Physical Sciences; 09 Engineering,,,,,,B09 Physics,
5,grant.3576673,LP0455110,Coal-ash as a resource for sustainable soil-management in plant production systems,Coal-ash as a resource for sustainable soil-management in plant production systems,"Acidification and salinisation are major causes of land degradation in Australia, costing $1-2 billion to combat. Farmers used 1.9M t of lime and 1.0M t of gypsum to manage their soils in 2000.  Power stations annually produce 12M t of coal-ash that have functional characteristics of lime and gypsum and can potentially ameliorate degraded land.  Presently only 43% of the ash is used and almost entirely for construction with the rest going into landfills. This project will determine the sustainable use of coal-ash to improve structure and nutritive properties of the soil and to raise crop yield across several sites in Australia.","Acidification and salinisation are major causes of land degradation in Australia, costing $1-2 billion to combat. Farmers used 1.9M t of lime and 1.0M t of gypsum to manage their soils in 2000.  Power stations annually produce 12M t of coal-ash that have functional characteristics of lime and gypsum and can potentially ameliorate degraded land.  Presently only 43% of the ash is used and almost entirely for construction with the rest going into landfills. This project will determine the sustainable use of coal-ash to improve structure and nutritive properties of the soil and to raise crop yield across several sites in Australia.",209069,AUD,209069,1/01/2004,2004,31/12/2008,2008,Isa Yunusa; Derek Eamus; Charles Skilbeck,University of Technology Sydney,University of Technology Sydney,grid.117476.2,Sydney,New South Wales,Australia,Australian Research Council,,Australia,pub.1018264610; pub.1013884137; pub.1035584109,http://purl.org/au-research/grants/arc/LP0455110,https://app.dimensions.ai/details/grant/grant.3576673,0503 Soil Sciences; 0703 Crop and Pasture Production; 0502 Environmental Science and Management; 05 Environmental Sciences; 07 Agricultural and Veterinary Sciences; 05 Environmental Sciences,,,,,,"C13 Architecture, Built Environment and Planning",12 Responsible Consumption and Production
4,grant.3576268,LE0453561,Integrated Precision Machining of Complex Profiles,Integrated Precision Machining of Complex Profiles,"High precision and high speed machining is of central importance to the development of a wide range of frontier technologies such as precision manufacturing, nano-materials fabrication, semiconductor and composite processing, vehicle production and steel structure manufacturing. The research significance has been well established by the world-leading projects and achievements. The proposed facility has distinct features and capability of high loop-stiffness, high repeatability, universal profiling, organic integration of key machining operations, and great flexibility of both low and high speeds. These unique characteristics will enable the innovative development of many research programs which will otherwise be impossible to achieve.","High precision and high speed machining is of central importance to the development of a wide range of frontier technologies such as precision manufacturing, nano-materials fabrication, semiconductor and composite processing, vehicle production and steel structure manufacturing. The research significance has been well established by the world-leading projects and achievements. The proposed facility has distinct features and capability of high loop-stiffness, high repeatability, universal profiling, organic integration of key machining operations, and great flexibility of both low and high speeds. These unique characteristics will enable the innovative development of many research programs which will otherwise be impossible to achieve.",336706,AUD,336706,1/01/2004,2004,31/12/2004,2004,Liangchi Zhang; Yiu-Wing Mai; Philip Mathew; Kiet Tieu; Nong Zhang; Lin Ye; Andrew Ruys; Irena Zarudi; Joseph Arsecularatne; Zheng Jiang,University of Sydney,University of Sydney; UNSW Sydney; University of Wollongong; University of Technology Sydney,grid.1013.3; grid.1005.4; grid.1007.6; grid.117476.2,Sydney; Sydney; Wollongong; Sydney,New South Wales; New South Wales; New South Wales; New South Wales,Australia; Australia; Australia; Australia,Australian Research Council,,Australia,,http://purl.org/au-research/grants/arc/LE0453561,https://app.dimensions.ai/details/grant/grant.3576268,0910 Manufacturing Engineering; 0912 Materials Engineering; 09 Engineering; 09 Engineering,,,,,,B12 Engineering,
4,grant.3576259,LE0453608,Multifunctional confocal laser scanning microscope with time resolved and two photon imaging and fluorescence correlation capabilities,Multifunctional confocal laser scanning microscope with time resolved and two photon imaging and fluorescence correlation capabilities,"We seek to establish an Australian first confocal laser scanning microscope with time resolved imaging and fluorescence correlation spectroscopy capabilities. Its advantages include ultrasensitive detection of weak fluorescent emissions against high autofluorescent background by using fluorescence lifetime signatures, with over three orders of magnitude discrimination improvement. The system will also be able to monitor binding of single molecules. These techniques will open new and exciting avenues for interdisciplinary research at the frontier between biological and physical sciences. The microscope will operate within an existing multi-user Optical Characterisation Facility supporting research of an established network of scientists in the Sydney area.","We seek to establish an Australian first confocal laser scanning microscope with time resolved imaging and fluorescence correlation spectroscopy capabilities. Its advantages include ultrasensitive detection of weak fluorescent emissions against high autofluorescent background by using fluorescence lifetime signatures, with over three orders of magnitude discrimination improvement. The system will also be able to monitor binding of single molecules. These techniques will open new and exciting avenues for interdisciplinary research at the frontier between biological and physical sciences. The microscope will operate within an existing multi-user Optical Characterisation Facility supporting research of an established network of scientists in the Sydney area.",579230,AUD,579230,1/01/2004,2004,31/12/2004,2004,Ewa Goldys; Duncan Veal; Helena Nevalainen; Guy Cox; Cristobal Dos Remedios; Staffan Kjelleberg; Hans Coster; Shi DOU; Donald Martin; Robert Learmonth; Leonie Ashman; Peter Lewis; Eileen McLaughlin,Macquarie University,Macquarie University; University of Sydney; UNSW Sydney; University of Wollongong; University of Technology Sydney; University of Southern Queensland; University of Newcastle Australia,grid.1004.5; grid.1013.3; grid.1005.4; grid.1007.6; grid.117476.2; grid.1048.d; grid.266842.c,Sydney; Sydney; Sydney; Wollongong; Sydney; Toowoomba; Newcastle,New South Wales; New South Wales; New South Wales; New South Wales; New South Wales; Queensland; New South Wales,Australia; Australia; Australia; Australia; Australia; Australia; Australia,Australian Research Council,,Australia,pub.1037996177,http://purl.org/au-research/grants/arc/LE0453608,https://app.dimensions.ai/details/grant/grant.3576259,0605 Microbiology; 0299 Other Physical Sciences; 06 Biological Sciences; 02 Physical Sciences,,,,,,B08 Chemistry,
5,grant.3576027,LP0455575,Effective management of challenging behaviours in cognitively impaired aged care residents through a research-based nursing care model,Effective management of challenging behaviours in cognitively impaired aged care residents through a research-based nursing care model,"Challenging behaviours associated with cognitive impairment, such as screaming and perseveration, marks a decisive turning point in the life situation for an older person, heralding a deterioration in their quality of life and placement in an aged care facility. Staff can promote the residents health and well-being through person-centred care approaches. The study employs Dementia Care Mapping to achieve these goals for the resident through participatory action research. The expected outcomes are a significant reduction in contextual factors that trigger these challenging behaviours, an improvement in the residents health, well-being and quality of life, and increased knowledge, skills and empowerment in staff.","Challenging behaviours associated with cognitive impairment, such as screaming and perseveration, marks a decisive turning point in the life situation for an older person, heralding a deterioration in their quality of life and placement in an aged care facility. Staff can promote the residents health and well-being through person-centred care approaches. The study employs Dementia Care Mapping to achieve these goals for the resident through participatory action research. The expected outcomes are a significant reduction in contextual factors that trigger these challenging behaviours, an improvement in the residents health, well-being and quality of life, and increased knowledge, skills and empowerment in staff.",90000,AUD,90000,1/01/2004,2004,31/12/2006,2006,Lynn Chenoweth; Mary Stein-Parbury; Yun-Hee Jeon; Leonie McManus; Anna Broadbent; Marilyn Goff,University of Technology Sydney,University of Technology Sydney; South Eastern Sydney Local Health District,grid.117476.2; grid.477714.6,Sydney; Sydney,New South Wales; New South Wales,Australia; Australia,Australian Research Council,,Australia,,http://purl.org/au-research/grants/arc/LP0455575,https://app.dimensions.ai/details/grant/grant.3576027,1110 Nursing; 1117 Public Health and Health Services; 11 Medical and Health Sciences; 11 Medical and Health Sciences,Acquired Cognitive Impairment; Clinical Research; Health Services; Brain Disorders; Aging,Generic Health Relevance,,,,"A03 Allied Health Professions, Dentistry, Nursing and Pharmacy",
5,grant.3575632,LP0455131,Impact of industrially based endocrine disrupting chemicals on aquatic biota,Impact of industrially based endocrine disrupting chemicals on aquatic biota,"Endocrine disrupting chemicals (EDCs) are a serious threat to aquatic organisms, livestock and humans. EDCs are present in water discharged from sewage treatment plants and in leachate from contaminated land. This project will determine the impact of EDCs from contaminated landfill on aquatic animals. It will also identify the chemicals responsible for biological impact by developing new bio-assays suitable for industrial, scientific and regulatory authority applications. This research has wide-ranging relevance and value to Australian State and Federal regulators and industries because of the ubiquity of sewage treatment plants and contaminated leachate from landfills.","Endocrine disrupting chemicals (EDCs) are a serious threat to aquatic organisms, livestock and humans. EDCs are present in water discharged from sewage treatment plants and in leachate from contaminated land. This project will determine the impact of EDCs from contaminated landfill on aquatic animals. It will also identify the chemicals responsible for biological impact by developing new bio-assays suitable for industrial, scientific and regulatory authority applications. This research has wide-ranging relevance and value to Australian State and Federal regulators and industries because of the ubiquity of sewage treatment plants and contaminated leachate from landfills.",288256,AUD,288256,1/01/2004,2004,31/12/2007,2007,Richard Lim; Michael Warne; Louis Tremblay; Rai Kookana; Guang-Guo Ying; Edwina Laginestra,University of Technology Sydney,University of Technology Sydney; Sydney Olympic Park Authority; Landcare Research; Department of Environment and Conservation,grid.117476.2; grid.474181.f; grid.419186.3; grid.467754.3,Sydney; Sydney; Lincoln; St. John's,New South Wales; New South Wales; ; Newfoundland and Labrador,Australia; Australia; New Zealand; Canada,Australian Research Council,,Australia,pub.1051014208; pub.1035305572; pub.1008389849; pub.1040998263,http://purl.org/au-research/grants/arc/LP0455131,https://app.dimensions.ai/details/grant/grant.3575632,0602 Ecology; 0502 Environmental Science and Management; 06 Biological Sciences; 05 Environmental Sciences,Estrogen,,,,,B12 Engineering,
3,grant.3575302,RN0460314,ARACY/ARC/NHMRC Research Network: Future Generation,ARACY/ARC/NHMRC Research Network: Future Generation,"Research across a range of disciplines is urgently needed to understand the complexity of pathways contributing to the healthy development of children and young people in modern societies like Australia and to develop effective strategies to improve them.  Given our economic prosperity and the level of knowledge about human development, it is profoundly disappointing that many child and youth problems are increasing, creating a crisis in services.  This application brings together a highly talented network of researchers to work collaboratively and innovatively with policy makers and those providing services, to enable both new knowledge and implementation of what we already know, to enhance children's futures.","Research across a range of disciplines is urgently needed to understand the complexity of pathways contributing to the healthy development of children and young people in modern societies like Australia and to develop effective strategies to improve them.  Given our economic prosperity and the level of knowledge about human development, it is profoundly disappointing that many child and youth problems are increasing, creating a crisis in services.  This application brings together a highly talented network of researchers to work collaboratively and innovatively with policy makers and those providing services, to enable both new knowledge and implementation of what we already know, to enhance children's futures.",1750000,AUD,1750000,1/01/2004,2004,31/12/2009,2009,Fiona Stanley; Thomas Achenbach; Gabriele Bammer; Lesley Barclay; Larissa Behrendt; Maxwell Bennett; Judith Bessant; Bettina Cass; Mark Considine; Libby Davies; Richard Eckersley; David Farrington; Christine Gibson; Sharon Goldfeld; Jacqueline Goodnow; Peter Grabosky; Janet Hammill; Ann Harding; Alan Hayes; David Hazlehurst; Clyde Hertzman; Ross Homel; Graeme Hugo; Elfriede Ihsen; Jeanette Lawrence; Marie Leech; Douglas McEachern; Brian Oldenburg; George Patton; M Prior; Gillian Pugh; Sue Richardson; Charles Sampford; Matthew Sanders; Ann Sanson; Peter Saunders; D Scott; Rob Simons; Susan Spence; Robin Sullivan; Dennis Trewin; Judy Ungerer; Christina van Kraayenoord; Graham Vimpani; Melanie Wakefield; June Wangmann; Ruth Webber; Michelle Whyard; Stephen Zubrick; Adam Graycar,University of Western Australia,University of Western Australia; Australian National University; University of Technology Sydney; University of Sydney; Australian Catholic University; Australian Institute of Criminology; Services Australia; University of Melbourne; Macquarie University; Queensland University of Technology; University of Canberra; Australian Government; Griffith University; University of Adelaide; Swinburne University of Technology; Mission Australia; La Trobe University; Flinders University; University of Queensland; Australian Institute of Family Studies; UNSW Sydney; Smith Family; Australian Bureau of Statistics; University of Newcastle Australia; Cancer Council Victoria; South Western Sydney Local Health District; Royal Children's Hospital; University of Vermont; University of Cambridge; University of British Columbia; Columbia University; Harvard University; Curtin University; Western Sydney University; Information and Communication Technologies Centre; McMaster University; Edith Cowan University; Deakin University; James Cook University; Murdoch University; Southern Cross University; Telethon Kids Institute; Monash University,grid.1012.2; grid.1001.0; grid.117476.2; grid.1013.3; grid.411958.0; grid.454084.9; grid.495825.7; grid.1008.9; grid.1004.5; grid.1024.7; grid.1039.b; grid.450426.1; grid.1022.1; grid.1010.0; grid.1027.4; grid.474015.3; grid.1018.8; grid.1014.4; grid.1003.2; grid.478363.d; grid.1005.4; grid.474189.7; grid.466572.4; grid.266842.c; grid.3263.4; grid.410692.8; grid.416107.5; grid.59062.38; grid.5335.0; grid.17091.3e; grid.21729.3f; grid.38142.3c; grid.1032.0; grid.1029.a; grid.417671.2; grid.25073.33; grid.1038.a; grid.1021.2; grid.1011.1; grid.1025.6; grid.1031.3; grid.414659.b; grid.1002.3,Perth; Canberra; Sydney; Sydney; Brisbane; Canberra; Canberra; Melbourne; Sydney; Brisbane; Canberra; Canberra; Brisbane; Adelaide; Melbourne; Sydney; Melbourne; Adelaide; Brisbane; Melbourne; Sydney; Sydney; Belconnen; Newcastle; Melbourne; Sydney; Melbourne; Burlington; Cambridge; Vancouver; New York; Cambridge; Perth; Richmond; Sydney; Hamilton; Perth; Geelong; Townsville; Perth; Lismore; West Perth; Melbourne,Western Australia; Australian Capital Territory; New South Wales; New South Wales; Queensland; Australian Capital Territory; Australian Capital Territory; Victoria; New South Wales; Queensland; Australian Capital Territory; Australian Capital Territory; Queensland; South Australia; Victoria; New South Wales; Victoria; South Australia; Queensland; Victoria; New South Wales; New South Wales; Australian Capital Territory; New South Wales; Victoria; New South Wales; Victoria; Vermont; ; British Columbia; New York; Massachusetts; Western Australia; New South Wales; New South Wales; Ontario; Western Australia; Victoria; Queensland; Western Australia; New South Wales; Western Australia; Victoria,Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; United States; United Kingdom; Canada; United States; United States; Australia; Australia; Australia; Canada; Australia; Australia; Australia; Australia; Australia; Australia; Australia,Australian Research Council,,Australia,,http://purl.org/au-research/grants/arc/RN0460314,https://app.dimensions.ai/details/grant/grant.3575302,1605 Policy and Administration; 16 Studies in Human Society,Pediatric,,,,,C23 Education,
3,grant.3575135,RN0460002,ARC/NHMRC Research Network Fluorescence Applications in Biotechnology and Life Sciences,ARC/NHMRC Research Network Fluorescence Applications in Biotechnology and Life Sciences,"This Network will concentrate Australian research in new applications of fluorescence to biological systems  to solve significant problems in health diagnostics, biotechnology and the environment. The scientific goals identified by the Network such as highly selective fluorescent labelling and purpose-engineered fluorochromes will be accompanied by the development of specialised instrumentation. These research directions pursued by strong multi-disciplinary teams spanning biology, chemistry, physics, bioengineering and medicine will benefit from the support of the Network programs. Through its focus on academic - industry collaboration the Network will also facilitate development of basic scientific discoveries into commercial outcomes.","This Network will concentrate Australian research in new applications of fluorescence to biological systems  to solve significant problems in health diagnostics, biotechnology and the environment. The scientific goals identified by the Network such as highly selective fluorescent labelling and purpose-engineered fluorochromes will be accompanied by the development of specialised instrumentation. These research directions pursued by strong multi-disciplinary teams spanning biology, chemistry, physics, bioengineering and medicine will benefit from the support of the Network programs. Through its focus on academic - industry collaboration the Network will also facilitate development of basic scientific discoveries into commercial outcomes.",2000000,AUD,2000000,1/01/2004,2004,31/12/2009,2009,Ewa Goldys; Mark Baker; John Beardall; Peter Bergquist; Steven Bottle; Ronald Clarke; Andrew Clayton; Stephen Cody; Guy Cox; Sophie Dove; Kenneth Ghiggino; Brett Hambly; Ian Harper; Elizabeth Harry; John Harvey; Norman Heckenberg; David Jameson; Scott Kable; Peter Karuso; Peter Lay; Robert Learmonth; Donald McNaughton; David Millar; Pierre Moens; Paul Mulvaney; Helena Nevalainen; Dan Nicolau; Brian Orr; Maria Luz Paje; Matthew Phillips; James Piper; Karl Poetter; Mark Prescott; Halina Rubinsztein-Dunlop; Anya Salih; David Sampson; Trevor Smith; Alex Stanco; Carola Thoni; Leann Tilley; Alan Trounson; Graham Vesey; Mark Willcox; David Williams; Gerri Springfield; Tets Minamikawa; Alan Hibbs; Grace Chojnowski; David Haines; Christopher Johnson,Macquarie University,"Macquarie University; QIMR Berghofer Medical Research Institute; University of Melbourne; Monash University; University of New England; University of Queensland; University of Sydney; University of Southern Queensland; University of Western Australia; Queensland University of Technology; University at Buffalo, State University of New York; Ludwig Cancer Research; Olympus (Australia); University of Hawaii at Manoa; University of Auckland; UNSW Sydney; University of Technology Sydney; Swinburne University of Technology; La Trobe University",grid.1004.5; grid.1049.c; grid.1008.9; grid.1002.3; grid.1020.3; grid.1003.2; grid.1013.3; grid.1048.d; grid.1012.2; grid.1024.7; grid.273335.3; grid.482095.2; grid.3973.e; grid.410445.0; grid.9654.e; grid.1005.4; grid.117476.2; grid.1027.4; grid.1018.8,Sydney; Brisbane; Melbourne; Melbourne; Armidale; Brisbane; Sydney; Toowoomba; Perth; Brisbane; Buffalo; Heidelberg; Sydney; Honolulu; Auckland; Sydney; Sydney; Melbourne; Melbourne,New South Wales; Queensland; Victoria; Victoria; New South Wales; Queensland; New South Wales; Queensland; Western Australia; Queensland; New York; Victoria; New South Wales; Hawaii; ; New South Wales; New South Wales; Victoria; Victoria,Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia; United States; Australia; Australia; United States; New Zealand; Australia; Australia; Australia; Australia,Australian Research Council,,Australia,pub.1001769050; pub.1032283976; pub.1009829803; pub.1019185293; pub.1032331473; pub.1027850599; pub.1010686762; pub.1040589754; pub.1020958473; pub.1041765263; pub.1031995788; pub.1000316113; pub.1006538334; pub.1022427066; pub.1039592569; pub.1022926190; pub.1115171158; pub.1033990246; pub.1041364114; pub.1023411266; pub.1045454413; pub.1037996177,http://purl.org/au-research/grants/arc/RN0460002,https://app.dimensions.ai/details/grant/grant.3575135,0299 Other Physical Sciences; 02 Physical Sciences,,,,,,C20 Social Work and Social Policy,
5,grant.3574988,LE0453911,Microwave Antenna Testing Facility for Far-Field and Spherical Near-Field Measurements,Microwave Antenna Testing Facility for Far-Field and Spherical Near-Field Measurements,"The proposed facility is for testing broad-beam microwave antennas (1 GHz - 18 GHz), designed and developed by collaborators for several research and commercial projects. These antennas are important in telecommunications, defence and biomedical applications. While facilitating timely pattern measurements of antenna prototypes, it will open new opportunities in antenna experimentation. This facility will enhance collaborators' highly acclaimed theoretical research by providing experimental results for theory validation. Near-field patterns available from the facility will advance our knowledge on complicated antennas. This will generate researchers skilled in state-of-the art antenna measurements, and will help develop competitive Australian industries in this frontier technology.","The proposed facility is for testing broad-beam microwave antennas (1 GHz - 18 GHz), designed and developed by collaborators for several research and commercial projects. These antennas are important in telecommunications, defence and biomedical applications. While facilitating timely pattern measurements of antenna prototypes, it will open new opportunities in antenna experimentation. This facility will enhance collaborators' highly acclaimed theoretical research by providing experimental results for theory validation. Near-field patterns available from the facility will advance our knowledge on complicated antennas. This will generate researchers skilled in state-of-the art antenna measurements, and will help develop competitive Australian industries in this frontier technology.",391529,AUD,391529,1/01/2004,2004,31/12/2004,2004,Karu Esselle; Ananda Sanagavarapu; Kamran Ghorbani; Tadeusz Wysocki; Trevor Bird; Bevan Jones; Andrew Weily; Janina Mazierska,Macquarie University,Macquarie University; University of Technology Sydney; RMIT University; University of Wollongong; James Cook University,grid.1004.5; grid.117476.2; grid.1017.7; grid.1007.6; grid.1011.1,Sydney; Sydney; Melbourne; Wollongong; Townsville,New South Wales; New South Wales; Victoria; New South Wales; Queensland,Australia; Australia; Australia; Australia; Australia,Australian Research Council,,Australia,pub.1061501554,http://purl.org/au-research/grants/arc/LE0453911,https://app.dimensions.ai/details/grant/grant.3574988,1005 Communications Technologies; 10 Technology,,,,,,B12 Engineering,
5,grant.3574479,LP0454943,"Improving Birth Outcomes in China: consequences and potentials of policy, state and professional interactions","Improving Birth Outcomes in China: consequences and potentials of policy, state and professional interactions","The aim of the project is to reduce morbidity and mortality associated with birth by informing health systems improvement in China.  We will develop an innovative methodology to study consequences of policy, state and professional interactions on birth outcomes. This work is also relevant in other settings. Macro economic reforms in China have produced paradoxical disparities between rich and poor and urban and rural populations evident in maternal morbidity and mortality.  Results will inform facilitative policies and models of service to optimise safety and increase effectiveness in deployment of human and monetary resources.","The aim of the project is to reduce morbidity and mortality associated with birth by informing health systems improvement in China.  We will develop an innovative methodology to study consequences of policy, state and professional interactions on birth outcomes. This work is also relevant in other settings. Macro economic reforms in China have produced paradoxical disparities between rich and poor and urban and rural populations evident in maternal morbidity and mortality.  Results will inform facilitative policies and models of service to optimise safety and increase effectiveness in deployment of human and monetary resources.",370000,AUD,370000,1/01/2004,2004,31/12/2007,2007,Lesley Barclay; David Goodman; Sally Tracy; Luxin Chen; Jennifer Fenwick,University of Technology Sydney,University of Technology Sydney,grid.117476.2,Sydney,New South Wales,Australia,Australian Research Council,,Australia,pub.1029024581; pub.1051811078; pub.1013169372,http://purl.org/au-research/grants/arc/LP0454943,https://app.dimensions.ai/details/grant/grant.3574479,1110 Nursing; 1114 Paediatrics and Reproductive Medicine; 11 Medical and Health Sciences; 11 Medical and Health Sciences,Infant Mortality; Basic Behavioral and Social Science; Behavioral and Social Science; Clinical Research; Health Services; Pediatric,Generic Health Relevance; Reproductive Health and Childbirth,,,,"A02 Public Health, Health Services and Primary Care",3 Good Health and Well Being
5,grant.3573872,LE0453879,Electron beam induced deposition and ablation nanofabrication facility,Electron beam induced deposition and ablation nanofabrication facility,Electron beam induced deposition and ablation(EBIDA) is rapidly emerging as a new technology capable of fabricating three-dimensional nanostructures on nearly any substrate with very high precision. This proposal aims to establish a nanoscale EBIDA facility by integrating a specialized nanolithography attachment with an existing state-of-the-art 1nm resolution high current variable pressure scanning electron microscope. This combination of instrumentation will enable the high-speed production of conductive and insulating structures with 1-to-10nm dimensions. The unique facility will be used to manufacture and prototype novel nanoscale devices and structures and will enable measurement of their physical and chemical properties.,Electron beam induced deposition and ablation(EBIDA) is rapidly emerging as a new technology capable of fabricating three-dimensional nanostructures on nearly any substrate with very high precision. This proposal aims to establish a nanoscale EBIDA facility by integrating a specialized nanolithography attachment with an existing state-of-the-art 1nm resolution high current variable pressure scanning electron microscope. This combination of instrumentation will enable the high-speed production of conductive and insulating structures with 1-to-10nm dimensions. The unique facility will be used to manufacture and prototype novel nanoscale devices and structures and will enable measurement of their physical and chemical properties.,184163,AUD,184163,1/01/2004,2004,31/12/2004,2004,Matthew Phillips; Michael Cortie; Ewa Goldys; Kenneth Butcher; Hark Tan,University of Technology Sydney,University of Technology Sydney; Macquarie University; Australian National University,grid.117476.2; grid.1004.5; grid.1001.0,Sydney; Sydney; Canberra,New South Wales; New South Wales; Australian Capital Territory,Australia; Australia; Australia,Australian Research Council,,Australia,,http://purl.org/au-research/grants/arc/LE0453879,https://app.dimensions.ai/details/grant/grant.3573872,0299 Other Physical Sciences; 0912 Materials Engineering; 02 Physical Sciences; 09 Engineering,Bioengineering,,,,,B12 Engineering,
3,grant.3573818,RN0460310,ARC Asia-Pacific Futures Research Network,ARC Asia-Pacific Futures Research Network,"The ARC Asia Pacific Futures Network is an international vehicle for building research capacity in the national research system to enhance understanding of Australia, its region, and the world. The Network brings experienced researchers working in identified research areas and themes into dynamic collaboration with government and industry through structured programs, with a view to stimulating new research directions, partnerships and training opportunities. In its 5-year plan, the Network will focus on Governance and Security, Culture and Religion, Media and Communications, Health and Population, and Trade and Industry. APFN will also have the capacity to marshal expertise on pressing issues facing Australia and the region as a whole.","The ARC Asia Pacific Futures Network is an international vehicle for building research capacity in the national research system to enhance understanding of Australia, its region, and the world. The Network brings experienced researchers working in identified research areas and themes into dynamic collaboration with government and industry through structured programs, with a view to stimulating new research directions, partnerships and training opportunities. In its 5-year plan, the Network will focus on Governance and Security, Culture and Religion, Media and Communications, Health and Population, and Trade and Industry. APFN will also have the capacity to marshal expertise on pressing issues facing Australia and the region as a whole.",1500000,AUD,1500000,1/01/2004,2004,31/12/2009,2009,Louise Edwards; Shahram Akbarzadeh; Ien Ang; Christoph Antons; Geremie Barme; Gregory Barton; Kaye Broadbent; Colin Brown; Dipesh Chakrabarty; Ian Copland; Stephanie Donald; Robert Elson; J Esposito; Stephanie Fahey; Mary Farquhar; John Fitzgerald; James Fox; Mobo Gao; Katherine Gibson; Laurence Goldman; David Goodman; Riaz Hassan; David Hill; Purnendra Jain; Robin Jeffrey; Margaret Jolly; Margaret Kartomi; Ann Kent; Russell Lansbury; Andrew MacIntyre; Vera Mackie; Lenore Manderson; Peter Mayer; John McGuire; Mark McLelland; Anthony Milner; T Morris-Suzuki; Andrew Nathan; Anthony Reid; Angela Romano; Abdullah Saeed; Geoffrey Samuel; Peter Saunders; Malcolm Smith; Elise Tipton; W Tow; Mark Turner; Jonathan Unger; Marika Vicziany; Adrian Vickers,Australian National University,Australian National University; Curtin University; University of Adelaide; Monash University; La Trobe University; University of Technology Sydney; Griffith University,grid.1001.0; grid.1032.0; grid.1010.0; grid.1002.3; grid.1018.8; grid.117476.2; grid.1022.1,Canberra; Perth; Adelaide; Melbourne; Melbourne; Sydney; Brisbane,Australian Capital Territory; Western Australia; South Australia; Victoria; Victoria; New South Wales; Queensland,Australia; Australia; Australia; Australia; Australia; Australia; Australia,Australian Research Council,,Australia,,http://purl.org/au-research/grants/arc/RN0460310,https://app.dimensions.ai/details/grant/grant.3573818,1606 Political Science; 16 Studies in Human Society,,,,,,C17 Business and Management Studies,
